original_field,original_value,translated_field,translated_value
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03b2', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0478', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x04a8', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0534', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4227', '0x880c', '0x95d8', '0x6900', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0097', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4092', '0x7c8f', '0x1eae', '0xc280', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00bb', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4092', '0x7c8f', '0x1eae', '0xc280', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4092', '0x7c8f', '0x1eae', '0xc280', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00e2', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4092', '0x7c8f', '0x1eae', '0xc280', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00e8', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4092', '0x7c8f', '0x1eae', '0xc280', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00ee', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03ac', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03b8', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03c4', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0400', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0406', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0418', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0436', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x045a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x046c', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0484', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x04ba', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x04c6', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x04de', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x04e4', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x043c', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x049c', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03dc', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '20905': [{'size': 40, 'raw': ['0x1013', '0x51a9', '0x0010', '0xb49e', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0514', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03be', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00b3', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0012', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x002a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0096', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00ea', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x036a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x008a', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00fb', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0016', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0090', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff60', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02c1', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00ad', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x008f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x009b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'20905': [{'size': 32, 'raw': ['0x100f', '0x51a9', '0x000a', '0x8301', '0x0000', '0x0000', '0x01e5', '0xc077', '0x01e5', '0xc077', '0x01e5', '0xc077', '0x0000', '0x0000', '0xe428', '0x0012'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x039d', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff78', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03a3', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff78', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03b1', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff78', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03b7', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03bd', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xff78', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'20905': [{'size': 128, 'raw': ['0x103f', '0x51a9', '0x003c', '0xde05', '0x0000', '0x0000', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x2dd1', '0x1587', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '20905': [{'size': 128, 'raw': ['0x103f', '0x51a9', '0x003a', '0x869d', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0xd068', '0xe78c', '0xfea5', '0xf1ad', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0xf2c9', '0xf41f', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0006', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x001e', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x003c', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0048', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0054', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x005a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0066', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00c0', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
