id,x,y,elevation
24519,585375.999,2327488.2139999997,8.05
24520,585418.679,2327546.6440000003,8.53
24521,585440.356,2327564.957,8.3
24522,585316.491,2327567.2879999997,7.82
24523,585304.84,2327611.728,8.06
24524,585406.5160000001,2327484.174,8.31
24525,585008.937,2327649.673,8.13
24526,584844.919,2327616.12,7.62
24527,585028.615,2327595.766,7.14
24528,584719.473,2326732.52,6.39
24529,584936.8,2327220.597,6.62
24530,584618.952,2327619.182,6.71
24531,584761.181,2327639.3940000003,7.5
24532,584944.071,2327629.668,8.78
24533,585036.35,2327645.613,8.03
24534,585497.521,2327410.157,6.34
24535,585162.498,2327468.372,6.04
24536,585019.567,2327556.0360000003,6.85
24537,584890.446,2327553.2709999997,7.67
24538,584683.2930000001,2327430.823,6.91
24539,584602.829,2327505.827,6.98
24540,584539.764,2327339.2139999997,6.56
24541,584506.26,2327290.409,6.53
24542,584479.719,2327220.39,5.95
24543,584753.383,2327309.1950000003,6.28
24544,584892.889,2327393.807,7.02
24545,584990.067,2327275.632,6.96
24546,584995.68,2327371.351,7.26
24547,585101.367,2327287.986,5.84
24548,585081.723,2327252.3279999997,6.41
24549,585231.38,2327315.76,6.86
24550,585372.2660000001,2327390.018,6.77
24551,585243.154,2327235.068,6.53
24552,585352.157,2327274.7520000003,6.9
24553,585489.638,2327268.676,6.77
24554,585440.1359999999,2327047.844,6.45
24555,585303.314,2327059.028,6.09
24556,585051.63,2327078.38,6.38
24557,584955.117,2327087.2939999998,5.96
24558,584756.1,2326959.16,6.56
24559,584808.513,2327107.9790000003,6.77
24560,584710.951,2327158.27,6.12
24561,584551.936,2326982.207,6.57
24562,584644.022,2326963.264,6.95
24563,584856.007,2326883.9560000002,6.31
24564,584719.663,2326848.9220000003,5.75
24565,584481.924,2326550.7180000003,7.98
24566,584732.922,2326582.79,5.65
24567,584803.086,2326838.152,6.21
24568,584824.438,2326597.09,5.66
24569,585011.517,2326552.827,6.19
24570,585190.673,2326656.096,6.47
24571,585136.669,2326708.2690000003,7.04
24572,585182.959,2326786.944,6.22
24573,585460.139,2327473.366,7.53
24574,585291.061,2327287.948,6.86
24575,585300.164,2326738.6210000003,6.79
24576,585296.716,2326816.7309999997,6.79
24577,584606.385,2327412.374,6.87
24578,584589.774,2327342.262,6.75
24579,584533.113,2327038.998,6.63
24580,584464.593,2327010.6890000002,6.11
24581,584540.8910000001,2326930.2539999997,6.17
24582,584587.772,2326881.713,6.02
24583,584941.3319999999,2326804.782,6.17
24584,585417.904,2326739.166,6.39
24585,585478.361,2326827.473,6.74
24586,585514.619,2326616.8260000004,6.65
24587,585450.142,2326572.8370000003,6.24
24588,585323.324,2326591.054,5.85
24589,585263.005,2326633.347,7.98
24590,584896.907,2327242.5810000002,6.5
24591,584876.897,2327191.3030000003,6.64
24592,584726.594,2327234.433,6.3
24593,584855.714,2327457.5439999998,7.13
24594,584729.498,2327494.607,7.17
24595,585024.092,2327540.607,6.99
24596,585091.356,2327495.988,6.86
24597,585243.69,2327391.0379999997,6.26
24598,585297.278,2327358.199,6.86
24599,585150.594,2327250.635,6.86
24600,585189.204,2327152.325,7.05
24601,585372.573,2327127.0949999997,6.51
24602,585295.295,2327134.415,6.87
24603,585136.747,2327010.058,7.28
24604,585134.496,2326959.185,7.39
24605,585180.699,2326882.347,6.57
24606,585431.328,2326961.46,5.96
24607,585386.345,2327555.399,8.51
24608,584822.764,2327631.0760000004,7.67
24609,584742.285,2327583.634,7.74
24610,584907.143,2326819.472,8.02
24611,584892.752,2326816.429,5.87
24612,584900.047,2326796.324,6.21
24613,584898.506,2326771.239,6.09
24614,584918.231,2326769.315,6.44
24615,584882.813,2326763.248,6.28
24616,585535.713,2327404.141,6.14
24617,585713.523,2327652.847,8.21
24618,585680.629,2327648.444,7.73
24619,585647.396,2327665.3789999997,7.82
24620,585613.485,2327673.846,7.8
24621,585592.314,2327619.226,9.58
24622,585772.037,2327607.4340000004,7.82
24623,585728.171,2327660.857,8.85
24624,585828.8,2327608.6459999997,6.72
24625,585809.854,2327594.2029999997,7.75
24626,585854.719,2327578.386,8.1
24627,585888.498,2327595.107,6.69
24628,585933.931,2327604.941,8.2
24629,585943.797,2327650.776,7.28
24630,585964.263,2327642.935,7.49
24631,586000.19,2327655.325,7.83
24632,586073.681,2327636.908,7.67
24633,585914.275,2327584.9809999997,7.96
24634,585962.369,2327506.715,8.43
24635,586152.404,2327632.71,7.54
24636,586430.3319999999,2327624.657,9.05
24637,586339.18,2327586.776,9.23
24638,586307.362,2327601.382,9.05
24639,586524.971,2327561.9680000003,8.68
24640,586538.501,2327623.0590000004,8.8
24641,586531.405,2327670.257,9.75
24642,586560.382,2327675.0760000004,8.74
24643,586495.433,2327634.423,9.3
24644,586590.087,2327610.6720000003,8.4
24645,586563.59,2327547.891,8.3
24646,586599.581,2327492.191,8.24
24647,586547.591,2327506.114,8.26
24648,586500.549,2327521.9280000003,8.48
24649,586483.256,2327522.554,8.66
24650,586506.034,2327486.904,8.89
24651,586489.175,2327552.677,8.56
24652,586502.822,2327581.874,9.05
24653,586586.788,2327436.1969999997,8.25
24654,586584.24,2327411.276,8.04
24655,586556.482,2327381.6840000004,8.71
24656,586499.175,2327393.8559999997,7.92
24657,586515.108,2327454.986,8.85
24658,586547.658,2327433.367,8.59
24659,586538.684,2327414.923,6.92
24660,586439.036,2327425.4850000003,6.84
24661,586341.753,2327416.9790000003,7.84
24662,586277.585,2327407.4450000003,7.63
24663,586307.0819999999,2327473.848,8.35
24664,586281.158,2327498.983,8.32
24665,586247.028,2327562.1550000003,7.24
24666,586201.94,2327519.4560000002,7.18
24667,586218.852,2327409.378,7.56
24668,586122.169,2327399.85,7.42
24669,586100.746,2327415.009,7.76
24670,586079.606,2327413.3200000003,7.81
24671,586066.8589999999,2327398.006,7.62
24672,586049.627,2327431.492,7.83
24673,586071.995,2327423.649,7.79
24674,586039.297,2327449.918,9.79
24675,586118.935,2327364.257,7.38
24676,586127.806,2327385.579,7.49
24677,586033.661,2327375.032,7.11
24678,586031.5700000001,2327411.2369999997,7.37
24679,585985.232,2327403.915,7.24
24680,585994.48,2327382.4960000003,6.63
24681,586004.113,2327335.972,6.66
24682,586000.818,2327307.285,6.62
24683,585989.407,2327349.976,6.67
24684,585956.019,2327337.123,6.66
24685,585984.943,2327422.522,7.83
24686,585911.328,2327476.9450000003,7.48
24687,585887.461,2327484.056,7.37
24688,585864.747,2327464.108,7.31
24689,585772.153,2327394.193,6.65
24690,585771.2609999999,2327427.001,6.62
24691,585700.839,2327461.4050000003,8.32
24692,585721.283,2327496.0420000004,7.34
24693,585630.477,2327378.045,6.23
24694,585565.306,2327257.573,6.59
24695,585611.501,2327224.049,6.59
24696,585672.216,2327200.658,6.3
24697,585716.132,2327192.111,6.41
24698,585802.625,2327173.9280000003,6.41
24699,585720.815,2327086.787,6.37
24700,585665.815,2327076.3310000002,6.53
24701,585635.163,2327108.9529999997,6.52
24702,585659.462,2327134.699,6.33
24703,585604.204,2327131.7139999997,6.34
24704,585551.093,2327139.3940000003,6.58
24705,585606.339,2327052.683,6.46
24706,585607.185,2327091.816,6.29
24707,585644.393,2327071.827,6.53
24708,585654.3910000001,2327031.465,6.39
24709,585775.504,2326909.64,6.11
24710,585771.958,2326971.118,6.52
24711,585769.89,2326875.891,6.25
24712,585731.843,2326876.517,6.2
24713,585695.763,2326871.923,5.73
24714,585602.744,2326872.858,7.45
24715,585695.818,2326851.694,6.69
24716,585778.072,2326799.2010000004,6.75
24717,585795.454,2326864.622,6.37
24718,585762.9890000001,2326912.332,5.91
24719,585898.714,2326833.726,6.47
24720,585866.298,2326843.579,6.83
24721,585867.99,2326870.043,6.84
24722,585883.493,2326882.711,5.91
24723,585928.801,2326883.008,5.82
24724,586005.684,2326862.351,5.92
24725,585925.67,2326932.5889999997,5.74
24726,585976.047,2327003.9189999998,6.11
24727,586066.06,2326997.327,6.3
24728,585922.11,2327007.71,6.43
24729,585960.205,2327068.4129999997,6.37
24730,585958.3470000001,2327174.4469999997,6.38
24731,585967.025,2327267.883,6.89
24732,586183.714,2327200.709,7.01
24733,586223.378,2327235.7939999998,6.87
24734,586210.052,2327259.3090000004,6.96
24735,586245.719,2327199.4850000003,6.89
24736,586217.108,2327145.4960000003,6.75
24737,586269.744,2327137.4220000003,6.5
24738,586288.643,2327062.301,7.19
24739,586249.748,2327042.7139999997,6.86
24740,586325.474,2327011.935,7.03
24741,586370.005,2327007.177,7.23
24742,586429.768,2327035.02,7.24
24743,586392.262,2327057.298,7.58
24744,586457.392,2327090.762,7.39
24745,586299.11,2327091.677,6.62
24746,586326.706,2327164.849,7.2
24747,586300.388,2327178.318,6.9
24748,586353.025,2327184.601,9.7
24749,586324.124,2327224.367,7.39
24750,586318.428,2327266.761,6.98
24751,586262.801,2327261.2120000003,7.38
24752,586344.509,2327285.16,7.46
24753,586245.3200000001,2327330.361,7.25
24754,586262.017,2327370.091,7.27
24755,586265.625,2327397.079,7.26
24756,586347.145,2327306.909,7.46
24757,586372.191,2327322.442,7.41
24758,586420.774,2327310.063,7.45
24759,586444.131,2327328.325,7.39
24760,586371.565,2327364.175,7.33
24761,586388.36,2327285.135,7.41
24762,586377.34,2327221.955,7.81
24763,586498.184,2327238.41,7.77
24764,586485.954,2327268.673,7.75
24765,586453.562,2327310.4000000004,7.59
24766,586410.601,2327212.101,7.61
24767,586433.151,2327237.438,7.82
24768,586540.176,2327214.1670000004,8.79
24769,586578.598,2327223.08,9.27
24770,586601.994,2327244.1950000003,8.33
24771,586554.205,2327288.609,8.78
24772,586510.129,2327295.2630000003,7.71
24773,586542.56,2327343.6,8.64
24774,586486.215,2327319.293,7.32
24775,586503.587,2327209.782,8.35
24776,586541.18,2327151.209,8.41
24777,586575.448,2327138.582,7.94
24778,586528.353,2327084.3430000003,7.8
24779,586481.563,2327130.528,7.47
24780,586453.657,2327132.64,6.54
24781,586429.134,2327146.153,6.8
24782,586380.079,2327150.866,7.89
24783,586579.508,2327034.412,7.63
24784,586542.013,2327036.435,7.78
24785,586531.455,2327048.6040000003,8.01
24786,586541.81,2326876.793,7.41
24787,586438.968,2326858.849,7.12
24788,586504.757,2326852.2139999997,7.45
24789,586555.978,2326799.029,7.61
24790,586593.186,2326836.613,7.61
24791,586596.809,2326779.325,7.56
24792,586437.768,2326761.277,7.5
24793,586424.6,2326824.1459999997,7.07
24794,586375.008,2326819.4299999997,7.01
24795,586369.081,2326748.216,6.89
24796,586332.271,2326825.0889999997,7.67
24797,586265.008,2326770.132,7.61
24798,586221.1089999999,2326792.6950000003,7.97
24799,586215.039,2326827.567,8.36
24800,586220.646,2326889.7350000003,6.71
24801,586253.243,2326749.6210000003,7.76
24802,586181.837,2326774.4000000004,7.61
24803,586064.3859999999,2326806.31,7.54
24804,586058.325,2326875.8880000003,5.99
24805,585986.529,2326771.618,7.3
24806,586187.621,2326702.77,6.43
24807,586219.839,2326690.5020000003,6.32
24808,586204.381,2326641.389,6.59
24809,586382.08,2326713.282,6.81
24810,586320.26,2326547.208,6.83
24811,586167.491,2326561.8109999998,7.09
24812,586188.499,2326583.4280000003,6.88
24813,586172.061,2326591.2630000003,7.04
24814,586465.964,2326546.69,7.11
24815,586592.685,2326569.83,6.91
24816,586551.15,2326593.157,6.88
24817,586369.5160000001,2326539.321,7.02
24818,586455.699,2326647.113,7.19
24819,586468.877,2326697.6799999997,7.26
24820,586421.716,2326712.693,7.33
24821,586507.771,2326698.4529999997,6.96
24822,586424.599,2326794.891,6.99
24823,586090.715,2326537.258,7.88
24824,586058.392,2326551.8770000003,7.88
24825,586040.931,2326697.13,7.34
24826,585974.486,2326724.424,7.46
24827,585966.337,2326666.554,7.42
24828,586010.2660000001,2326681.926,7.33
24829,585964.786,2326557.048,8.01
24830,585924.333,2326529.492,7.36
24831,585940.545,2326544.6840000004,7.65
24832,585754.201,2326532.074,7.31
24833,585813.217,2326538.3430000003,7.29
24834,585833.221,2326548.6629999997,7.4
24835,585823.095,2326571.361,7.36
24836,585807.017,2326611.958,7.33
24837,585807.547,2326648.24,7.28
24838,585857.381,2326650.916,7.32
24839,585863.095,2326622.126,7.29
24840,585872.882,2326606.017,7.33
24841,585785.2,2326590.946,7.37
24842,585790.473,2326622.3219999997,7.34
24843,585775.883,2326645.361,7.3
24844,585769.338,2326611.308,7.39
24845,585795.068,2326712.722,7.49
24846,585835.271,2326666.1440000003,7.75
24847,585770.947,2326712.952,7.77
24848,585904.437,2326697.2139999997,7.68
24849,585887.2930000001,2326750.193,7.94
24850,585909.179,2326660.529,7.96
24851,585841.31,2326753.241,7.89
24852,585766.14,2326748.599,7.45
24853,585760.9839999999,2326722.302,7.54
24854,585764.672,2326645.108,7.25
24855,585678.524,2326692.9050000003,7.69
24856,585713.433,2326595.965,7.09
24857,585702.1410000001,2326570.352,7.13
24858,585731.538,2326555.25,6.69
24859,585619.679,2326704.215,7.63
24860,585544.405,2326693.848,8.1
24861,585701.608,2326721.702,7.35
24862,585944.754,2326759.116,7.76
24863,585977.023,2326545.5549999997,7.84
24864,586196.697,2326531.281,6.86
24865,585661.911,2327544.034,7.56
24866,585622.471,2326605.597,7.09
24867,585827.331,2327569.0609999998,11.05
24868,585666.771,2327568.077,8.3
24869,585544.866,2327538.8559999997,7.69
24870,585593.942,2327542.026,7.41
24871,585609.757,2327541.719,7.21
24872,585643.172,2327425.8310000002,6.9
24873,585707.852,2327417.114,6.83
24874,585674.623,2327309.264,6.61
24875,585652.517,2327311.34,6.62
24876,585857.094,2327212.102,6.69
24877,585840.208,2327216.4220000003,6.83
24878,585776.768,2327221.151,6.58
24879,585761.228,2327264.222,6.76
24880,585729.748,2327251.516,6.22
24881,586136.954,2327262.558,7.16
24882,586112.5819999999,2327239.993,7.08
24883,586167.417,2327150.864,6.72
24884,586206.929,2327128.2199999997,6.88
24885,586092.706,2326995.4850000003,6.42
24886,585852.36,2326882.3559999997,5.99
24887,586125.727,2326876.041,5.93
24888,585778.942,2326942.59,6.4
24889,585665.572,2326960.418,5.92
24890,585688.987,2326917.066,5.99
24891,585739.305,2326922.8090000004,5.96
24892,586162.431,2326912.664,6.38
24893,586383.086,2326918.619,6.97
24894,586330.318,2326907.207,6.92
24895,586332.737,2326924.639,6.95
24896,586333.164,2326933.23,6.99
24897,586311.633,2326826.2120000003,7.84
24898,585652.763,2326990.883,6.25
24899,585901.862,2327628.3219999997,7.17
24900,586438.646,2327498.892,7.57
24901,586451.8319999999,2327587.991,7.72
24902,586390.776,2327411.608,7.25
24903,586274.941,2327651.52,8.01
24904,586043.554,2327621.516,8.15
24905,585914.381,2327672.9639999997,7.55
24906,585674.915,2327404.265,7.02
24907,585586.814,2326917.984,6.4
24908,585613.449,2326890.71,5.79
24909,585678.25,2326889.4110000003,5.64
24910,586157.439,2326537.1780000003,7.33
24911,586225.146,2327207.241,6.76
24912,586527.885,2327293.424,8.53
24913,585857.463,2327400.143,6.72
24914,585889.694,2327418.301,7.07
24915,585938.0430000001,2327398.9189999998,7.13
24916,585936.461,2327367.062,6.91
24917,585837.226,2327368.8370000003,6.77
24918,585831.077,2327342.102,6.58
24919,585725.673,2327327.864,6.62
24920,585609.148,2327290.899,6.35
24921,585564.188,2327218.472,6.17
24922,585542.42,2326941.75,6.25
24923,585648.053,2326906.528,5.96
24924,585698.58,2326757.242,5.95
24925,585707.37,2326686.293,6.6
24926,585544.452,2326531.406,6.39
24927,585862.26,2326582.014,7.33
24928,586124.46,2326604.455,7.09
24929,586225.899,2326557.06,6.79
24930,586583.426,2326554.563,7.12
24931,586313.092,2326707.4960000003,7.83
24932,586343.264,2326807.897,7.87
24933,586301.52,2326874.455,7.57
24934,586440.622,2326882.901,6.99
24935,586225.018,2326900.5020000003,6.74
24936,585771.996,2327476.765,7.58
24937,585674.533,2327540.1890000002,7.35
24938,585581.545,2327377.531,6.57
24939,585570.816,2327312.838,6.63
24940,585719.049,2327270.941,6.32
24941,585607.2930000001,2327212.37,6.2
24942,585854.057,2327391.402,6.84
24943,585800.998,2327412.508,6.67
24944,585732.697,2327415.876,6.97
24945,585712.671,2327450.228,7.82
24946,585869.032,2327288.67,6.99
24947,585817.27,2327297.978,6.62
24948,585915.243,2327277.878,6.94
24949,585633.022,2327182.4299999997,6.66
24950,585663.796,2327174.963,6.75
24951,585784.4450000001,2327041.091,6.81
24952,585739.2609999999,2327024.2460000003,6.65
24953,585627.79,2327033.7290000003,6.19
24954,585624.366,2327010.124,6.25
24955,585719.773,2327025.116,6.55
24956,585725.306,2326945.344,6.07
24957,585700.604,2326967.77,6.36
24958,585578.25,2326894.6289999997,6.15
24959,585825.432,2326912.1670000004,5.94
24960,585905.993,2326911.5420000004,5.61
24961,585906.218,2326881.907,5.73
24962,585821.892,2326834.165,6.49
24963,585817.307,2326778.317,7.31
24964,585762.652,2326761.895,7.05
24965,585564.334,2326739.971,6.66
24966,585602.467,2326727.6689999998,6.52
24967,585600.027,2326671.302,6.88
24968,585642.038,2326540.162,6.68
24969,585888.523,2326670.75,8.12
24970,585822.154,2326866.823,6.62
24971,585824.931,2326883.336,6.07
24972,585975.15,2326877.675,5.82
24973,585937.655,2326831.296,6.29
24974,586163.449,2326879.623,5.96
24975,586211.617,2326875.89,6.85
24976,586165.029,2326821.955,8.44
24977,586135.671,2326943.438,6.57
24978,586058.897,2326921.8049999997,6.18
24979,586060.949,2327080.54,6.94
24980,586143.29,2327017.249,7.11
24981,586186.214,2327036.9790000003,7.59
24982,586238.9890000001,2327022.969,6.84
24983,586211.006,2327113.653,6.88
24984,586057.417,2327124.767,6.36
24985,586094.744,2327139.56,6.7
24986,586161.649,2327204.079,8.42
24987,586077.2609999999,2327273.317,6.87
24988,586088.857,2327283.682,7.12
24989,586027.306,2327293.648,6.76
24990,586029.492,2327312.571,6.78
24991,586128.044,2327322.506,7.04
24992,586124.527,2327335.2120000003,7.08
24993,585956.667,2327327.541,6.67
24994,585889.763,2327399.8540000003,7.19
24995,585932.79,2327440.9450000003,7.28
24996,585781.602,2327354.282,6.54
24997,585835.624,2327506.074,8.35
24998,585875.184,2327463.8049999997,7.43
24999,585942.6359999999,2327517.745,8.81
25000,585726.4180000001,2327592.507,10.6
25001,585792.702,2327579.041,10.62
25002,585642.392,2327640.6550000003,10.93
25003,585621.294,2327649.13,11.11
25004,586385.3200000001,2326948.755,6.94
25005,586329.468,2326892.9450000003,6.88
25006,586366.835,2326880.821,7.19
25007,586381.998,2326894.327,7.32
25008,586382.17,2326901.711,7.16
25009,586394.71,2326894.008,7.41
25010,586276.517,2326898.721,6.99
25011,586283.181,2326980.08,6.73
25012,586337.25,2326976.6289999997,7.02
25013,586299.502,2326827.23,7.86
25014,586380.923,2326878.9699999997,7.75
25015,586282.144,2326803.1550000003,8.16
25016,585604.317,2327656.017,10.86
25017,585582.256,2327462.652,7.39
25018,585633.706,2327523.829,7.39
25019,585646.848,2327481.1890000002,7.53
25020,585570.773,2327524.937,7.53
25021,585596.002,2327422.925,7.53
25022,585638.495,2327456.85,6.34
25023,585542.495,2327435.575,6.34
25024,585606.296,2327365.933,6.79
25025,585673.606,2327362.664,6.79
25026,585580.5109999999,2327266.975,6.67
25027,585607.363,2327297.194,6.67
25028,585562.215,2327195.988,6.77
25029,585681.3640000001,2327232.306,6.77
25030,585622.385,2327171.196,6.56
25031,585590.61,2327135.245,6.56
25032,585545.057,2327040.4189999998,6.1
25033,585676.804,2327088.623,6.29
25034,585575.647,2326954.1380000003,5.98
25035,585537.936,2326911.09,6.11
25036,585544.9720000001,2326883.4869999997,6.74
25037,585652.7609999999,2326865.058,6.74
25038,585633.632,2326890.395,5.87
25039,585605.229,2326826.33,7.21
25040,585601.373,2326777.24,8.01
25041,585666.338,2326800.215,6.39
25042,585659.135,2326724.6270000003,6.39
25043,585990.533,2326825.068,6.25
25044,586065.193,2326865.3940000003,6.25
25045,586237.849,2326877.726,6.71
25046,586351.179,2326849.166,6.71
25047,586424.495,2326891.6780000003,7.19
25048,586293.178,2326775.994,7.5
25049,586218.79,2326781.666,7.5
25050,586172.187,2326707.315,6.59
25051,585659.279,2326534.043,6.59
25052,585549.473,2326547.476,6.59
25053,585568.823,2326594.882,6.28
25054,585646.294,2326633.575,6.28
25055,585732.304,2326645.4869999997,6.28
25056,585701.091,2326615.739,7.34
25057,585885.213,2326559.907,7.34
25058,586022.139,2326581.626,7.34
25059,586320.288,2326740.278,7.34
25060,586324.11,2326587.8880000003,7.34
25061,586392.977,2326567.113,7.34
25062,586555.211,2326733.5,7.34
25063,586481.416,2326750.567,7.34
25064,586582.783,2326687.541,7.34
25065,586487.747,2326533.332,7.34
25066,585784.42,2327658.858,7.59
25067,585728.842,2327614.5810000002,7.33
25068,585826.545,2327588.682,7.05
25069,585940.264,2327622.741,7.05
25070,586064.224,2327664.647,8.09
25071,586196.086,2327660.7180000003,8.09
25072,586045.407,2327591.9359999998,8.2
25073,585984.938,2327547.63,8.2
25074,586099.185,2327583.9510000004,8.2
25075,586048.163,2327536.899,8.91
25076,586081.203,2327475.001,8.91
25077,586194.935,2327563.098,8.91
25078,586232.384,2327624.545,8.09
25079,586362.593,2327667.995,8.09
25080,586216.167,2327473.185,8.09
25081,586124.31,2327500.863,7.61
25082,586012.225,2327479.3770000003,7.61
25083,586352.107,2327642.891,7.67
25084,586380.247,2327535.9359999998,7.67
25085,586390.435,2327590.133,7.44
25086,586380.896,2327443.548,7.44
25087,586461.583,2327462.082,8.79
25088,586556.497,2327459.217,8.79
25089,586601.491,2327002.579,7.72
25090,586592.6359999999,2326861.798,7.76
25091,586577.834,2326920.717,7.49
25092,586542.735,2326629.075,7.41
25093,586429.218,2326545.755,7.41
25094,586348.852,2326565.333,7.41
25095,586336.749,2327055.571,9.65
25096,585763.325,2326736.39,7.31
25097,585530.942,2327454.8559999997,7.22
25098,585784.643,2327634.9699999997,7.54
25099,586046.975,2327361.727,7.17
25100,586172.476,2327363.949,7.37
25101,585966.647,2327452.98,8.01
25102,585745.585,2327400.615,6.89
25103,585734.683,2327353.924,6.84
25104,585748.112,2327463.114,7.56
25105,585625.996,2327306.2709999997,6.29
25106,585581.311,2327397.509,6.22
25107,585544.273,2327506.855,7.51
25108,585797.291,2327108.09,6.34
25109,585579.779,2327036.611,6.13
25110,585860.9,2327015.0209999997,6.41
25111,585869.608,2327066.2709999997,6.31
25112,585891.698,2327175.8219999997,6.39
25113,586026.2390000001,2327277.679,6.78
25114,586179.828,2327316.494,7.04
25115,586179.046,2327258.412,6.83
25116,586244.171,2326988.376,6.76
25117,586151.799,2326990.995,6.42
25118,586554.756,2326948.4110000003,7.39
25119,586447.315,2326970.902,6.94
25120,586512.851,2326722.675,6.96
25121,586418.079,2326741.9189999998,6.87
25122,586092.527,2326726.0300000003,6.92
25123,586070.165,2326731.6859999998,7.03
25124,586299.481,2326667.244,6.55
25125,586363.174,2326646.1610000003,6.83
25126,586498.683,2326596.4560000002,6.83
25127,586049.716,2326661.535,7.1
25128,585958.702,2326697.861,7.35
25129,585957.84,2326576.9129999997,7.13
25130,586009.104,2326618.312,7.12
25131,585881.292,2326530.867,7.22
25132,585752.107,2326560.75,7.26
25133,585884.14,2326696.724,8.14
25134,585915.637,2326627.5,7.47
25135,585590.192,2326549.249,6.39
25136,585599.664,2326687.1100000003,7.83
25137,585809.911,2327574.015,10.86
25138,585620.963,2327544.442,7.2
25139,585721.361,2327304.272,6.46
25140,585606.851,2327194.607,5.99
25141,585801.467,2327230.137,6.71
25142,586084.909,2327240.249,7.33
25143,586218.554,2327083.1059999997,6.87
25144,585607.24,2326975.949,6.5
25145,586183.113,2326915.8370000003,6.55
25146,586062.205,2326798.704,7.69
25147,586036.36,2326925.024,6.06
25148,585936.88,2326907.166,5.66
25149,585737.778,2326966.884,6.25
25150,585579.384,2327332.022,6.6
25151,585780.4720000001,2327493.075,7.63
25152,586196.656,2326781.682,7.8
25153,586056.649,2327163.579,6.72
25154,585902.948,2327279.85,7.0
25155,585895.04,2327214.085,6.55
25156,585728.191,2327227.415,6.23
25157,585854.73,2327105.224,6.3
25158,585780.83,2327019.192,6.43
25159,585609.279,2327008.3260000004,6.3
25160,585545.389,2327001.972,6.2
25161,585871.2390000001,2326915.88,5.57
25162,585732.587,2326773.0039999997,6.48
25163,585638.338,2326752.1550000003,6.28
25164,585628.045,2326668.2139999997,6.54
25165,585574.813,2326608.376,6.52
25166,585621.429,2326590.73,6.31
25167,586041.088,2326998.741,6.47
25168,585888.387,2326764.5549999997,7.91
25169,585931.014,2326763.6689999998,7.92
25170,586079.499,2327091.648,6.45
25171,586135.903,2327153.963,6.78
25172,586109.0700000001,2327317.602,7.06
25173,585767.318,2327588.893,10.68
25174,585935.633,2327637.623,6.61
25175,585582.587,2327664.4809999997,10.62
25176,585783.931,2327147.219,6.34
25177,586626.167,2327369.12,8.09
25178,586630.394,2327300.7120000003,7.96
25179,586632.931,2326896.156,7.8
25180,586619.021,2326661.6969999997,7.57
25181,586679.9450000001,2327606.174,8.29
25182,586756.006,2327669.6100000003,9.2
25183,586743.686,2327622.217,8.89
25184,586734.5970000001,2327566.102,8.92
25185,586668.885,2327548.444,8.03
25186,586799.4569999999,2327544.6459999997,9.11
25187,586852.607,2327610.207,8.98
25188,586800.606,2327627.558,9.08
25189,586838.37,2327543.94,8.72
25190,586861.41,2327474.912,8.85
25191,586856.309,2327422.5039999997,9.17
25192,586911.032,2327419.015,9.26
25193,586947.513,2327405.895,9.37
25194,586844.444,2327392.515,9.14
25195,586857.3589999999,2327536.432,8.68
25196,586898.893,2327584.948,9.56
25197,586935.007,2327648.425,9.11
25198,587007.727,2327634.114,9.37
25199,587069.0970000001,2327553.793,9.38
25200,587059.384,2327504.261,9.35
25201,587028.04,2327478.785,9.11
25202,586970.936,2327510.832,9.44
25203,586989.959,2327566.334,9.49
25204,586913.314,2327464.079,8.72
25205,587059.29,2327460.498,9.42
25206,586825.199,2327409.741,8.88
25207,586784.346,2327408.4469999997,8.26
25208,586679.876,2327495.258,7.96
25209,586646.483,2327510.0379999997,7.95
25210,586618.513,2327500.997,8.08
25211,586630.16,2327408.815,8.21
25212,586649.042,2327467.94,8.07
25213,586663.572,2327407.491,7.85
25214,586731.138,2327426.3389999997,8.31
25215,586712.008,2327454.279,8.27
25216,586745.178,2327470.995,8.4
25217,586694.202,2327433.06,8.08
25218,586760.96,2327444.085,8.44
25219,586669.786,2327445.6550000003,7.8
25220,586966.729,2327407.745,9.2
25221,587010.855,2327431.6100000003,6.96
25222,587089.781,2327430.9560000002,9.25
25223,587121.675,2327410.5810000002,10.37
25224,587175.147,2327401.29,10.54
25225,587210.509,2327392.415,11.23
25226,587093.271,2327473.658,9.28
25227,587175.493,2327464.4299999997,9.87
25228,587148.686,2327494.096,9.85
25229,587162.342,2327508.9340000004,9.87
25230,587146.146,2327544.372,9.88
25231,587162.529,2327556.611,10.05
25232,587150.124,2327581.891,9.94
25233,587162.184,2327571.016,10.04
25234,587104.103,2327573.0889999997,9.34
25235,587106.955,2327626.173,9.41
25236,587139.522,2327678.692,9.68
25237,587209.825,2327647.14,10.34
25238,587240.729,2327643.995,10.13
25239,587270.805,2327636.16,10.42
25240,587211.094,2327602.9340000004,10.67
25241,587207.791,2327587.602,10.72
25242,587209.257,2327555.084,10.66
25243,587280.964,2327540.883,10.11
25244,587322.092,2327540.789,10.07
25245,587318.439,2327507.102,10.12
25246,587356.55,2327534.3260000004,10.01
25247,587312.852,2327572.812,10.01
25248,587290.175,2327595.123,9.86
25249,587298.3470000001,2327648.168,9.78
25250,587382.788,2327653.957,9.73
25251,587385.553,2327643.551,10.59
25252,587487.8910000001,2327572.4280000003,10.61
25253,587454.379,2327579.397,10.64
25254,587513.68,2327555.416,10.58
25255,587510.06,2327535.4000000004,10.63
